prompt,completion,train
<s>[INST] Provide details for the goal scored by Karim Ansarifard of Iran in the 2018 FIFA Men's World Cup match Iran vs Portugal on 2018-06-25 at the group stage stage.  [/INST],"The goal was scored by Karim Ansarifard of Iran in the 90'+3' minute (second half, stoppage time) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Iran vs Portugal on 2018-06-25 at the group stage stage. It was a penalty. Minute of regulation: 90, minute of stoppage: 3.",train
<s>[INST] Provide details for the goal scored by André Carrillo of Peru in the 2018 FIFA Men's World Cup match Australia vs Peru on 2018-06-26 at the group stage stage.  [/INST],"The goal was scored by André Carrillo of Peru in the 18' minute (first half) wearing shirt number 18 during the 2018 FIFA Men's World Cup match Australia vs Peru on 2018-06-26 at the group stage stage. It was regular play. Minute of regulation: 18, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Paolo Guerrero of Peru in the 2018 FIFA Men's World Cup match Australia vs Peru on 2018-06-26 at the group stage stage.  [/INST],"The goal was scored by Paolo Guerrero of Peru in the 50' minute (second half) wearing shirt number 9 during the 2018 FIFA Men's World Cup match Australia vs Peru on 2018-06-26 at the group stage stage. It was regular play. Minute of regulation: 50, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Milan Badelj of Croatia in the 2018 FIFA Men's World Cup match Iceland vs Croatia on 2018-06-26 at the group stage stage.  [/INST],"The goal was scored by Milan Badelj of Croatia in the 53' minute (second half) wearing shirt number 19 during the 2018 FIFA Men's World Cup match Iceland vs Croatia on 2018-06-26 at the group stage stage. It was regular play. Minute of regulation: 53, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Gylfi Sigurðsson of Iceland in the 2018 FIFA Men's World Cup match Iceland vs Croatia on 2018-06-26 at the group stage stage.  [/INST],"The goal was scored by Gylfi Sigurðsson of Iceland in the 76' minute (second half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Iceland vs Croatia on 2018-06-26 at the group stage stage. It was a penalty. Minute of regulation: 76, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Ivan Perišić of Croatia in the 2018 FIFA Men's World Cup match Iceland vs Croatia on 2018-06-26 at the group stage stage.  [/INST],"The goal was scored by Ivan Perišić of Croatia in the 90' minute (second half) wearing shirt number 4 during the 2018 FIFA Men's World Cup match Iceland vs Croatia on 2018-06-26 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Lionel Messi of Argentina in the 2018 FIFA Men's World Cup match Nigeria vs Argentina on 2018-06-26 at the group stage stage.  [/INST],"The goal was scored by Lionel Messi of Argentina in the 14' minute (first half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Nigeria vs Argentina on 2018-06-26 at the group stage stage. It was regular play. Minute of regulation: 14, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Victor Moses of Nigeria in the 2018 FIFA Men's World Cup match Nigeria vs Argentina on 2018-06-26 at the group stage stage.  [/INST],"The goal was scored by Victor Moses of Nigeria in the 51' minute (second half) wearing shirt number 11 during the 2018 FIFA Men's World Cup match Nigeria vs Argentina on 2018-06-26 at the group stage stage. It was a penalty. Minute of regulation: 51, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Marcos Rojo of Argentina in the 2018 FIFA Men's World Cup match Nigeria vs Argentina on 2018-06-26 at the group stage stage.  [/INST],"The goal was scored by Marcos Rojo of Argentina in the 86' minute (second half) wearing shirt number 16 during the 2018 FIFA Men's World Cup match Nigeria vs Argentina on 2018-06-26 at the group stage stage. It was regular play. Minute of regulation: 86, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Young-gwon Kim of South Korea in the 2018 FIFA Men's World Cup match South Korea vs Germany on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Young-gwon Kim of South Korea in the 90'+2' minute (second half, stoppage time) wearing shirt number 19 during the 2018 FIFA Men's World Cup match South Korea vs Germany on 2018-06-27 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 2.",train
<s>[INST] Provide details for the goal scored by Heung-min Son of South Korea in the 2018 FIFA Men's World Cup match South Korea vs Germany on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Heung-min Son of South Korea in the 90'+6' minute (second half, stoppage time) wearing shirt number 7 during the 2018 FIFA Men's World Cup match South Korea vs Germany on 2018-06-27 at the group stage stage. It was regular play. Minute of regulation: 90, minute of stoppage: 6.",train
<s>[INST] Provide details for the goal scored by Ludwig Augustinsson of Sweden in the 2018 FIFA Men's World Cup match Mexico vs Sweden on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Ludwig Augustinsson of Sweden in the 50' minute (second half) wearing shirt number 6 during the 2018 FIFA Men's World Cup match Mexico vs Sweden on 2018-06-27 at the group stage stage. It was regular play. Minute of regulation: 50, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Andreas Granqvist of Sweden in the 2018 FIFA Men's World Cup match Mexico vs Sweden on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Andreas Granqvist of Sweden in the 62' minute (second half) wearing shirt number 4 during the 2018 FIFA Men's World Cup match Mexico vs Sweden on 2018-06-27 at the group stage stage. It was a penalty. Minute of regulation: 62, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Edson Álvarez of Sweden in the 2018 FIFA Men's World Cup match Mexico vs Sweden on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Edson Álvarez of Sweden in the 74' minute (second half) wearing shirt number 21 during the 2018 FIFA Men's World Cup match Mexico vs Sweden on 2018-06-27 at the group stage stage. It was an own goal. Minute of regulation: 74, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by not applicable Paulinho of Brazil in the 2018 FIFA Men's World Cup match Serbia vs Brazil on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by not applicable Paulinho of Brazil in the 36' minute (first half) wearing shirt number 15 during the 2018 FIFA Men's World Cup match Serbia vs Brazil on 2018-06-27 at the group stage stage. It was regular play. Minute of regulation: 36, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Thiago Silva of Brazil in the 2018 FIFA Men's World Cup match Serbia vs Brazil on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Thiago Silva of Brazil in the 68' minute (second half) wearing shirt number 2 during the 2018 FIFA Men's World Cup match Serbia vs Brazil on 2018-06-27 at the group stage stage. It was regular play. Minute of regulation: 68, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Blerim Džemaili of Switzerland in the 2018 FIFA Men's World Cup match Switzerland vs Costa Rica on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Blerim Džemaili of Switzerland in the 31' minute (first half) wearing shirt number 15 during the 2018 FIFA Men's World Cup match Switzerland vs Costa Rica on 2018-06-27 at the group stage stage. It was regular play. Minute of regulation: 31, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Kendall Waston of Costa Rica in the 2018 FIFA Men's World Cup match Switzerland vs Costa Rica on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Kendall Waston of Costa Rica in the 56' minute (second half) wearing shirt number 19 during the 2018 FIFA Men's World Cup match Switzerland vs Costa Rica on 2018-06-27 at the group stage stage. It was regular play. Minute of regulation: 56, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Josip Drmić of Switzerland in the 2018 FIFA Men's World Cup match Switzerland vs Costa Rica on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Josip Drmić of Switzerland in the 88' minute (second half) wearing shirt number 19 during the 2018 FIFA Men's World Cup match Switzerland vs Costa Rica on 2018-06-27 at the group stage stage. It was regular play. Minute of regulation: 88, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Yann Sommer of Costa Rica in the 2018 FIFA Men's World Cup match Switzerland vs Costa Rica on 2018-06-27 at the group stage stage.  [/INST],"The goal was scored by Yann Sommer of Costa Rica in the 90'+3' minute (second half, stoppage time) wearing shirt number 1 during the 2018 FIFA Men's World Cup match Switzerland vs Costa Rica on 2018-06-27 at the group stage stage. It was an own goal. Minute of regulation: 90, minute of stoppage: 3.",train
<s>[INST] Provide details for the goal scored by Jan Bednarek of Poland in the 2018 FIFA Men's World Cup match Japan vs Poland on 2018-06-28 at the group stage stage.  [/INST],"The goal was scored by Jan Bednarek of Poland in the 59' minute (second half) wearing shirt number 5 during the 2018 FIFA Men's World Cup match Japan vs Poland on 2018-06-28 at the group stage stage. It was regular play. Minute of regulation: 59, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Yerry Mina of Colombia in the 2018 FIFA Men's World Cup match Senegal vs Colombia on 2018-06-28 at the group stage stage.  [/INST],"The goal was scored by Yerry Mina of Colombia in the 74' minute (second half) wearing shirt number 13 during the 2018 FIFA Men's World Cup match Senegal vs Colombia on 2018-06-28 at the group stage stage. It was regular play. Minute of regulation: 74, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Adnan Januzaj of Belgium in the 2018 FIFA Men's World Cup match England vs Belgium on 2018-06-28 at the group stage stage.  [/INST],"The goal was scored by Adnan Januzaj of Belgium in the 51' minute (second half) wearing shirt number 18 during the 2018 FIFA Men's World Cup match England vs Belgium on 2018-06-28 at the group stage stage. It was regular play. Minute of regulation: 51, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Yassine Meriah of Panama in the 2018 FIFA Men's World Cup match Panama vs Tunisia on 2018-06-28 at the group stage stage.  [/INST],"The goal was scored by Yassine Meriah of Panama in the 33' minute (first half) wearing shirt number 4 during the 2018 FIFA Men's World Cup match Panama vs Tunisia on 2018-06-28 at the group stage stage. It was an own goal. Minute of regulation: 33, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Fakhreddine Ben Youssef of Tunisia in the 2018 FIFA Men's World Cup match Panama vs Tunisia on 2018-06-28 at the group stage stage.  [/INST],"The goal was scored by Fakhreddine Ben Youssef of Tunisia in the 51' minute (second half) wearing shirt number 8 during the 2018 FIFA Men's World Cup match Panama vs Tunisia on 2018-06-28 at the group stage stage. It was regular play. Minute of regulation: 51, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Wahbi Khazri of Tunisia in the 2018 FIFA Men's World Cup match Panama vs Tunisia on 2018-06-28 at the group stage stage.  [/INST],"The goal was scored by Wahbi Khazri of Tunisia in the 66' minute (second half) wearing shirt number 10 during the 2018 FIFA Men's World Cup match Panama vs Tunisia on 2018-06-28 at the group stage stage. It was regular play. Minute of regulation: 66, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Antoine Griezmann of France in the 2018 FIFA Men's World Cup match France vs Argentina on 2018-06-30 at the round of 16 stage.  [/INST],"The goal was scored by Antoine Griezmann of France in the 13' minute (first half) wearing shirt number 7 during the 2018 FIFA Men's World Cup match France vs Argentina on 2018-06-30 at the round of 16 stage. It was a penalty. Minute of regulation: 13, minute of stoppage: 0.",evaluation
